Order_ID,Order_Date,Month,Quarter,Product_ID,Product_Name,Category,City,Region,Sales_Channel,Customer_Segment,Payment_Method,Quantity,Unit_Price_INR,Discount_Percent,Total_Revenue_INR,Return_Flag,Customer_Rating
ORD0361,2024-02-01,February,Q1,P014,Filing Cabinet,Furniture,Kolkata,East,Corporate B2B,SME,EMI,8,6800.0,20,54400.0,No,1
ORD0362,2024-07-21,July,Q3,P015,Webcam HD,Electronics,Guwahati,Northeast,Corporate B2B,Enterprise,EMI,10,2560.0,20,25600.0,No,4
ORD0363,2024-03-29,March,Q1,P003,Office Chair,Furniture,Bangalore,South,Online,Individual,Credit Card,7,12000.0,0,84000.0,No,2
ORD0364,2024-10-31,October,Q4,P005,LED Desk Lamp,Furniture,Chennai,South,Corporate B2B,Individual,Credit Card,7,1440.0,20,10080.0,No,3
ORD0365,2024-09-23,September,Q3,P008,A4 Paper Ream,Stationery,Guwahati,Northeast,Corporate B2B,Enterprise,EMI,9,340.0,15,3060.0,No,
ORD0366,2024-10-17,October,Q4,P010,Whiteboard Marker Set,Stationery,Delhi,North,Online,Enterprise,Credit Card,5,144.0,20,720.0,No,3
ORD0367,2024-07-15,July,Q3,P011,Standing Desk,Furniture,Pune,West,Corporate B2B,Enterprise,Cash,1,20900.0,5,20900.0,No,
ORD0368,2024-11-07,November,Q4,P011,Standing Desk,Furniture,Kolkata,East,Online,SME,Net Banking,4,22000.0,0,88000.0,No,3
ORD0369,2024-01-11,January,Q1,P006,USB-C Hub,Electronics,Hyderabad,South,Retail Store,SME,Cash,2,2090.0,5,4180.0,No,4
ORD0370,2024-06-13,June,Q2,P005,LED Desk Lamp,Furniture,Kolkata,East,Corporate B2B,Enterprise,Credit Card,4,1530.0,15,6120.0,No,4
ORD0371,2024-09-21,September,Q3,P014,Filing Cabinet,Furniture,Chennai,South,Online,Enterprise,UPI,2,7650.0,10,15300.0,No,5
ORD0372,2024-10-18,October,Q4,P001,Laptop Pro 15,Electronics,Mumbai,West,Online,Individual,Credit Card,4,65000.0,0,260000.0,No,2
ORD0373,2024-05-20,May,Q2,P006,USB-C Hub,Electronics,Pune,West,Corporate B2B,SME,Credit Card,1,2090.0,5,2090.0,No,2
ORD0374,2024-08-30,August,Q3,P010,Whiteboard Marker Set,Stationery,Chennai,South,Retail Store,Individual,Net Banking,2,162.0,10,324.0,Yes,
ORD0375,2024-10-19,October,Q4,P013,Printer Ink Cartridge,Stationery,Bangalore,South,Online,Enterprise,UPI,4,855.0,10,3420.0,No,1
ORD0376,2024-08-30,August,Q3,P015,Webcam HD,Electronics,Mumbai,West,Corporate B2B,Individual,EMI,1,3040.0,5,3040.0,No,3
ORD0377,2024-12-30,December,Q4,P012,Monitor 24 inch,Electronics,Hyderabad,South,Retail Store,SME,Net Banking,8,16200.0,10,129600.0,No,5
ORD0378,2024-11-15,November,Q4,P007,Mechanical Keyboard,Electronics,Delhi,North,Online,Enterprise,Net Banking,9,3600.0,20,32400.0,No,
ORD0379,2024-02-25,February,Q1,P008,A4 Paper Ream,Stationery,Delhi,North,Retail Store,SME,Net Banking,5,360.0,10,1800.0,No,3
ORD0380,2024-04-06,April,Q2,P003,Office Chair,Furniture,Bangalore,South,Online,Enterprise,Cash,6,11400.0,5,68400.0,No,3
ORD0381,2024-05-12,May,Q2,P015,Webcam HD,Electronics,Kolkata,East,Retail Store,SME,Credit Card,10,2560.0,20,25600.0,No,2
ORD0382,2024-12-17,December,Q4,P009,Ergonomic Mouse,Electronics,Pune,West,Corporate B2B,SME,EMI,5,1520.0,5,7600.0,No,2
ORD0383,2024-05-30,May,Q2,P002,Wireless Headphones,Electronics,Pune,West,Online,Enterprise,Net Banking,9,3325.0,5,29925.0,No,1
ORD0384,2024-04-23,April,Q2,P006,USB-C Hub,Electronics,Bangalore,South,Corporate B2B,SME,Cash,6,1980.0,10,11880.0,No,
ORD0385,2024-03-01,March,Q1,P008,A4 Paper Ream,Stationery,Guwahati,Northeast,Corporate B2B,Enterprise,EMI,10,400.0,0,4000.0,No,
ORD0386,2024-03-02,March,Q1,P014,Filing Cabinet,Furniture,Kolkata,East,Corporate B2B,SME,Cash,1,8075.0,5,8075.0,No,
ORD0387,2024-07-28,July,Q3,P010,Whiteboard Marker Set,Stationery,Pune,West,Online,SME,UPI,2,153.0,15,306.0,No,3
ORD0388,2024-11-20,November,Q4,P001,Laptop Pro 15,Electronics,Guwahati,Northeast,Retail Store,SME,UPI,3,52000.0,20,156000.0,No,1
ORD0389,2024-03-07,March,Q1,P010,Whiteboard Marker Set,Stationery,Kolkata,East,Corporate B2B,SME,Cash,7,153.0,15,1071.0,No,
ORD0390,2024-04-12,April,Q2,P012,Monitor 24 inch,Electronics,Chennai,South,Online,SME,EMI,4,18000.0,0,72000.0,No,2
ORD0391,2024-04-25,April,Q2,P012,Monitor 24 inch,Electronics,Chennai,South,Retail Store,Individual,Credit Card,7,14400.0,20,100800.0,No,
ORD0392,2024-01-24,January,Q1,P005,LED Desk Lamp,Furniture,Hyderabad,South,Retail Store,Enterprise,EMI,10,1440.0,20,14400.0,No,2
ORD0393,2024-06-24,June,Q2,P015,Webcam HD,Electronics,Pune,West,Retail Store,Individual,UPI,7,3200.0,0,22400.0,No,2
ORD0394,2024-04-18,April,Q2,P012,Monitor 24 inch,Electronics,Guwahati,Northeast,Corporate B2B,Enterprise,UPI,2,16200.0,10,32400.0,No,4
ORD0395,2024-11-23,November,Q4,P005,LED Desk Lamp,Furniture,Guwahati,Northeast,Corporate B2B,Individual,Credit Card,1,1800.0,0,1800.0,No,4
ORD0396,2024-03-04,March,Q1,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Retail Store,Enterprise,UPI,4,1600.0,0,6400.0,No,5
ORD0397,2024-05-18,May,Q2,P010,Whiteboard Marker Set,Stationery,Mumbai,West,Retail Store,Individual,EMI,10,180.0,0,1800.0,No,4
ORD0398,2024-04-11,April,Q2,P010,Whiteboard Marker Set,Stationery,Bangalore,South,Retail Store,Enterprise,UPI,6,153.0,15,918.0,No,
ORD0399,2024-09-11,September,Q3,P015,Webcam HD,Electronics,Bangalore,South,Corporate B2B,SME,Net Banking,4,3200.0,0,12800.0,Yes,
ORD0400,2024-02-26,February,Q1,P014,Filing Cabinet,Furniture,Pune,West,Online,Individual,EMI,2,8500.0,0,17000.0,No,4
ORD0401,2024-05-31,May,Q2,P005,LED Desk Lamp,Furniture,Pune,West,Online,Individual,UPI,1,1620.0,10,1620.0,No,4
ORD0402,2024-02-29,February,Q1,P002,Wireless Headphones,Electronics,Guwahati,Northeast,Online,Individual,UPI,6,3150.0,10,18900.0,No,3
ORD0403,2024-02-17,February,Q1,P006,USB-C Hub,Electronics,Chennai,South,Online,Individual,Cash,7,1870.0,15,13090.0,No,4
ORD0404,2024-08-03,August,Q3,P011,Standing Desk,Furniture,Mumbai,West,Online,Individual,Credit Card,3,22000.0,0,66000.0,No,5
ORD0405,2024-12-13,December,Q4,P008,A4 Paper Ream,Stationery,Mumbai,West,Corporate B2B,SME,Net Banking,10,400.0,0,4000.0,No,2
ORD0406,2024-09-04,September,Q3,P015,Webcam HD,Electronics,Pune,West,Online,SME,Cash,1,3200.0,0,3200.0,No,5
ORD0407,2024-10-22,October,Q4,P012,Monitor 24 inch,Electronics,Bangalore,South,Corporate B2B,SME,EMI,9,14400.0,20,129600.0,No,2
ORD0408,2024-09-03,September,Q3,P006,USB-C Hub,Electronics,Kolkata,East,Online,Enterprise,EMI,1,2200.0,0,2200.0,No,
ORD0409,2024-08-28,August,Q3,P014,Filing Cabinet,Furniture,Pune,West,Online,Individual,Cash,6,8075.0,5,48450.0,No,
ORD0410,2024-09-16,September,Q3,P004,Notebook Set (5 pack),Stationery,Kolkata,East,Retail Store,Individual,Credit Card,8,212.5,15,1700.0,No,4
ORD0411,2024-08-16,August,Q3,P006,USB-C Hub,Electronics,Delhi,North,Retail Store,Enterprise,Credit Card,2,1870.0,15,3740.0,No,1
ORD0412,2024-02-16,February,Q1,P013,Printer Ink Cartridge,Stationery,Hyderabad,South,Corporate B2B,Enterprise,UPI,8,855.0,10,6840.0,No,
ORD0413,2024-04-24,April,Q2,P014,Filing Cabinet,Furniture,Pune,West,Retail Store,Enterprise,EMI,10,7225.0,15,72250.0,No,4
ORD0414,2024-02-28,February,Q1,P002,Wireless Headphones,Electronics,Bangalore,South,Online,SME,Net Banking,5,2800.0,20,14000.0,No,1
ORD0415,2024-03-25,March,Q1,P008,A4 Paper Ream,Stationery,Mumbai,West,Corporate B2B,Enterprise,Cash,2,360.0,10,720.0,No,
ORD0416,2024-07-20,July,Q3,P004,Notebook Set (5 pack),Stationery,Pune,West,Online,Enterprise,Net Banking,2,212.5,15,425.0,Yes,5
ORD0417,2024-03-04,March,Q1,P013,Printer Ink Cartridge,Stationery,Pune,West,Retail Store,Enterprise,EMI,9,902.5,5,8122.5,No,
ORD0418,2024-01-25,January,Q1,P009,Ergonomic Mouse,Electronics,Kolkata,East,Corporate B2B,SME,EMI,3,1280.0,20,3840.0,No,1
ORD0419,2024-07-17,July,Q3,P011,Standing Desk,Furniture,Chennai,South,Corporate B2B,SME,Cash,10,20900.0,5,209000.0,No,3
ORD0420,2024-08-19,August,Q3,P013,Printer Ink Cartridge,Stationery,Mumbai,West,Online,SME,EMI,9,855.0,10,7695.0,No,3
ORD0421,2024-12-30,December,Q4,P012,Monitor 24 inch,Electronics,Bangalore,South,Online,Individual,EMI,5,16200.0,10,81000.0,No,
ORD0422,2024-12-29,December,Q4,P011,Standing Desk,Furniture,Mumbai,West,Corporate B2B,Enterprise,Net Banking,2,19800.0,10,39600.0,No,4
ORD0423,2024-12-11,December,Q4,P012,Monitor 24 inch,Electronics,Hyderabad,South,Retail Store,Individual,EMI,2,18000.0,0,36000.0,No,
ORD0424,2024-01-29,January,Q1,P004,Notebook Set (5 pack),Stationery,Hyderabad,South,Online,SME,Net Banking,3,250.0,0,750.0,No,
ORD0425,2024-10-04,October,Q4,P001,Laptop Pro 15,Electronics,Chennai,South,Retail Store,Individual,EMI,9,61750.0,5,555750.0,No,2
ORD0426,2024-09-18,September,Q3,P013,Printer Ink Cartridge,Stationery,Hyderabad,South,Corporate B2B,Enterprise,Credit Card,7,807.5,15,5652.5,No,3
ORD0427,2024-10-09,October,Q4,P001,Laptop Pro 15,Electronics,Guwahati,Northeast,Corporate B2B,SME,UPI,10,55250.0,15,552500.0,No,3
ORD0428,2024-10-28,October,Q4,P009,Ergonomic Mouse,Electronics,Bangalore,South,Corporate B2B,Individual,Net Banking,8,1520.0,5,12160.0,No,
ORD0429,2024-03-29,March,Q1,P012,Monitor 24 inch,Electronics,Delhi,North,Retail Store,Individual,Cash,5,14400.0,20,72000.0,No,
ORD0430,2024-05-10,May,Q2,P001,Laptop Pro 15,Electronics,Chennai,South,Retail Store,Enterprise,UPI,1,61750.0,5,61750.0,No,5
ORD0431,2024-12-04,December,Q4,P005,LED Desk Lamp,Furniture,Pune,West,Corporate B2B,Enterprise,Net Banking,2,1620.0,10,3240.0,No,5
ORD0432,2024-02-04,February,Q1,P013,Printer Ink Cartridge,Stationery,Mumbai,West,Retail Store,Enterprise,EMI,7,950.0,0,6650.0,No,3
ORD0433,2024-06-18,June,Q2,P006,USB-C Hub,Electronics,Hyderabad,South,Online,Enterprise,EMI,8,1760.0,20,14080.0,No,1
ORD0434,2024-02-28,February,Q1,P011,Standing Desk,Furniture,Chennai,South,Retail Store,Individual,EMI,10,20900.0,5,209000.0,No,3
ORD0435,2024-07-14,July,Q3,P015,Webcam HD,Electronics,Delhi,North,Retail Store,SME,EMI,5,3200.0,0,16000.0,No,3
ORD0436,2024-09-20,September,Q3,P013,Printer Ink Cartridge,Stationery,Pune,West,Retail Store,Individual,Net Banking,4,855.0,10,3420.0,No,2
ORD0437,2024-10-02,October,Q4,P009,Ergonomic Mouse,Electronics,Guwahati,Northeast,Corporate B2B,Individual,UPI,4,1360.0,15,5440.0,No,
ORD0438,2024-12-25,December,Q4,P015,Webcam HD,Electronics,Kolkata,East,Corporate B2B,Individual,UPI,1,2720.0,15,2720.0,No,
ORD0439,2024-02-07,February,Q1,P001,Laptop Pro 15,Electronics,Mumbai,West,Retail Store,Enterprise,Credit Card,10,61750.0,5,617500.0,No,4
ORD0440,2024-11-18,November,Q4,P007,Mechanical Keyboard,Electronics,Kolkata,East,Retail Store,Individual,Cash,2,3600.0,20,7200.0,Yes,1
ORD0441,2024-10-26,October,Q4,P001,Laptop Pro 15,Electronics,Delhi,North,Retail Store,Enterprise,Credit Card,5,58500.0,10,292500.0,No,
ORD0442,2024-08-12,August,Q3,P007,Mechanical Keyboard,Electronics,Kolkata,East,Corporate B2B,Individual,Cash,3,3600.0,20,10800.0,No,5
ORD0443,2024-05-31,May,Q2,P011,Standing Desk,Furniture,Mumbai,West,Retail Store,Enterprise,Net Banking,1,17600.0,20,17600.0,No,
ORD0444,2024-01-22,January,Q1,P001,Laptop Pro 15,Electronics,Kolkata,East,Corporate B2B,Enterprise,Credit Card,5,61750.0,5,308750.0,No,3
ORD0445,2024-04-18,April,Q2,P007,Mechanical Keyboard,Electronics,Mumbai,West,Online,Individual,UPI,10,4050.0,10,40500.0,No,
ORD0446,2024-10-17,October,Q4,P014,Filing Cabinet,Furniture,Guwahati,Northeast,Corporate B2B,SME,EMI,2,7650.0,10,15300.0,No,
ORD0447,2024-04-11,April,Q2,P012,Monitor 24 inch,Electronics,Pune,West,Retail Store,SME,UPI,4,18000.0,0,72000.0,No,
ORD0448,2024-04-09,April,Q2,P006,USB-C Hub,Electronics,Pune,West,Retail Store,SME,EMI,5,1760.0,20,8800.0,No,3
ORD0449,2024-08-07,August,Q3,P003,Office Chair,Furniture,Guwahati,Northeast,Retail Store,Individual,UPI,7,10800.0,10,75600.0,No,
ORD0450,2024-06-18,June,Q2,P015,Webcam HD,Electronics,Pune,West,Retail Store,SME,Net Banking,5,2720.0,15,13600.0,No,
ORD0451,2024-11-06,November,Q4,P002,Wireless Headphones,Electronics,Hyderabad,South,Online,Enterprise,UPI,5,3500.0,0,17500.0,No,5
ORD0452,2024-11-19,November,Q4,P001,Laptop Pro 15,Electronics,Kolkata,East,Corporate B2B,Individual,Credit Card,9,58500.0,10,526500.0,No,4
ORD0453,2024-11-30,November,Q4,P013,Printer Ink Cartridge,Stationery,Mumbai,West,Retail Store,SME,UPI,10,855.0,10,8550.0,No,1
ORD0454,2024-07-22,July,Q3,P006,USB-C Hub,Electronics,Guwahati,Northeast,Corporate B2B,Individual,EMI,3,1760.0,20,5280.0,No,
ORD0455,2024-10-16,October,Q4,P010,Whiteboard Marker Set,Stationery,Mumbai,West,Corporate B2B,Enterprise,Cash,6,180.0,0,1080.0,No,1
ORD0456,2024-05-15,May,Q2,P006,USB-C Hub,Electronics,Bangalore,South,Online,Enterprise,UPI,9,1980.0,10,17820.0,No,1
ORD0457,2024-01-21,January,Q1,P011,Standing Desk,Furniture,Chennai,South,Online,Enterprise,EMI,5,19800.0,10,99000.0,No,4
ORD0458,2024-11-30,November,Q4,P007,Mechanical Keyboard,Electronics,Chennai,South,Corporate B2B,Enterprise,Credit Card,9,4050.0,10,36450.0,No,5
ORD0459,2024-07-26,July,Q3,P006,USB-C Hub,Electronics,Chennai,South,Retail Store,SME,EMI,1,1760.0,20,1760.0,No,2
ORD0460,2024-02-09,February,Q1,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Online,Individual,UPI,3,1440.0,10,4320.0,No,2
ORD0461,2024-07-31,July,Q3,P013,Printer Ink Cartridge,Stationery,Chennai,South,Corporate B2B,Individual,Cash,8,807.5,15,6460.0,No,
ORD0462,2024-07-29,July,Q3,P001,Laptop Pro 15,Electronics,Bangalore,South,Online,Individual,EMI,10,61750.0,5,617500.0,No,5
ORD0463,2024-03-16,March,Q1,P001,Laptop Pro 15,Electronics,Mumbai,West,Retail Store,Individual,EMI,7,52000.0,20,364000.0,No,3
ORD0464,2024-02-13,February,Q1,P004,Notebook Set (5 pack),Stationery,Pune,West,Corporate B2B,SME,Cash,3,237.5,5,712.5,No,5
ORD0465,2024-04-03,April,Q2,P010,Whiteboard Marker Set,Stationery,Hyderabad,South,Online,Enterprise,Net Banking,8,144.0,20,1152.0,No,
ORD0466,2024-07-16,July,Q3,P003,Office Chair,Furniture,Delhi,North,Online,Individual,EMI,9,10200.0,15,91800.0,No,2
ORD0467,2024-08-31,August,Q3,P015,Webcam HD,Electronics,Guwahati,Northeast,Corporate B2B,Enterprise,Credit Card,2,2720.0,15,5440.0,No,5
ORD0468,2024-01-01,January,Q1,P015,Webcam HD,Electronics,Kolkata,East,Corporate B2B,SME,Net Banking,1,2560.0,20,2560.0,No,4
ORD0469,2024-07-14,July,Q3,P006,USB-C Hub,Electronics,Delhi,North,Retail Store,Individual,Net Banking,8,2090.0,5,16720.0,No,
ORD0470,2024-11-02,November,Q4,P015,Webcam HD,Electronics,Kolkata,East,Retail Store,Individual,Credit Card,1,2560.0,20,2560.0,No,4
ORD0471,2024-12-01,December,Q4,P004,Notebook Set (5 pack),Stationery,Chennai,South,Retail Store,SME,Credit Card,3,212.5,15,637.5,No,
ORD0472,2024-10-01,October,Q4,P007,Mechanical Keyboard,Electronics,Chennai,South,Corporate B2B,SME,Cash,4,3825.0,15,15300.0,No,2
ORD0473,2024-07-08,July,Q3,P009,Ergonomic Mouse,Electronics,Pune,West,Retail Store,SME,EMI,6,1360.0,15,8160.0,No,1
ORD0474,2024-04-27,April,Q2,P008,A4 Paper Ream,Stationery,Mumbai,West,Online,Individual,EMI,7,360.0,10,2520.0,No,1
ORD0475,2024-03-23,March,Q1,P007,Mechanical Keyboard,Electronics,Guwahati,Northeast,Online,Individual,Cash,10,3825.0,15,38250.0,No,
ORD0476,2024-07-08,July,Q3,P002,Wireless Headphones,Electronics,Guwahati,Northeast,Corporate B2B,SME,Cash,10,2800.0,20,28000.0,No,1
ORD0477,2024-03-30,March,Q1,P011,Standing Desk,Furniture,Pune,West,Retail Store,Individual,UPI,9,19800.0,10,178200.0,No,5
ORD0478,2024-09-21,September,Q3,P012,Monitor 24 inch,Electronics,Bangalore,South,Corporate B2B,Individual,Credit Card,6,17100.0,5,102600.0,No,1
ORD0479,2024-05-21,May,Q2,P013,Printer Ink Cartridge,Stationery,Kolkata,East,Retail Store,Enterprise,Cash,7,760.0,20,5320.0,No,
ORD0480,2024-12-26,December,Q4,P002,Wireless Headphones,Electronics,Delhi,North,Corporate B2B,SME,EMI,10,3150.0,10,31500.0,No,2
ORD0481,2024-11-06,November,Q4,P004,Notebook Set (5 pack),Stationery,Pune,West,Retail Store,Enterprise,Credit Card,5,237.5,5,1187.5,No,
ORD0482,2024-02-07,February,Q1,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Retail Store,Individual,EMI,5,1280.0,20,6400.0,No,4
ORD0483,2024-07-12,July,Q3,P010,Whiteboard Marker Set,Stationery,Pune,West,Online,SME,Cash,8,144.0,20,1152.0,No,3
ORD0484,2024-02-04,February,Q1,P007,Mechanical Keyboard,Electronics,Bangalore,South,Corporate B2B,Enterprise,UPI,6,3825.0,15,22950.0,No,1
ORD0485,2024-12-24,December,Q4,P014,Filing Cabinet,Furniture,Hyderabad,South,Online,SME,Credit Card,7,7650.0,10,53550.0,No,4
ORD0486,2024-06-09,June,Q2,P006,USB-C Hub,Electronics,Bangalore,South,Corporate B2B,SME,UPI,4,1870.0,15,7480.0,No,
ORD0487,2024-05-03,May,Q2,P014,Filing Cabinet,Furniture,Hyderabad,South,Online,Individual,UPI,4,6800.0,20,27200.0,No,1
ORD0488,2024-02-10,February,Q1,P011,Standing Desk,Furniture,Pune,West,Corporate B2B,Individual,EMI,1,18700.0,15,18700.0,No,5
ORD0489,2024-05-20,May,Q2,P008,A4 Paper Ream,Stationery,Mumbai,West,Corporate B2B,SME,Cash,4,320.0,20,1280.0,No,4
ORD0490,2024-09-01,September,Q3,P009,Ergonomic Mouse,Electronics,Guwahati,Northeast,Corporate B2B,SME,Cash,3,1360.0,15,4080.0,No,4
ORD0491,2024-06-10,June,Q2,P012,Monitor 24 inch,Electronics,Guwahati,Northeast,Online,Enterprise,UPI,7,14400.0,20,100800.0,No,3
ORD0492,2024-04-05,April,Q2,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Online,SME,Cash,10,1440.0,10,14400.0,No,2
ORD0493,2024-08-02,August,Q3,P012,Monitor 24 inch,Electronics,Chennai,South,Retail Store,SME,Net Banking,8,17100.0,5,136800.0,No,2
ORD0494,2024-02-21,February,Q1,P012,Monitor 24 inch,Electronics,Hyderabad,South,Online,Enterprise,Cash,7,17100.0,5,119700.0,No,2
ORD0495,2024-08-30,August,Q3,P013,Printer Ink Cartridge,Stationery,Guwahati,Northeast,Online,SME,Cash,3,760.0,20,2280.0,No,4
ORD0496,2024-06-02,June,Q2,P005,LED Desk Lamp,Furniture,Guwahati,Northeast,Retail Store,Individual,UPI,1,1710.0,5,1710.0,No,1
ORD0497,2024-08-18,August,Q3,P012,Monitor 24 inch,Electronics,Chennai,South,Retail Store,SME,Net Banking,9,14400.0,20,129600.0,No,
ORD0498,2024-01-11,January,Q1,P007,Mechanical Keyboard,Electronics,Delhi,North,Retail Store,Enterprise,EMI,4,3600.0,20,14400.0,No,2
ORD0499,2024-05-25,May,Q2,P006,USB-C Hub,Electronics,Chennai,South,Corporate B2B,Enterprise,Cash,8,2200.0,0,17600.0,No,
ORD0500,2024-11-19,November,Q4,P003,Office Chair,Furniture,Mumbai,West,Corporate B2B,SME,Cash,10,9600.0,20,96000.0,No,1
ORD0501,2024-03-23,March,Q1,P006,USB-C Hub,Electronics,Bangalore,South,Retail Store,SME,Net Banking,5,1760.0,20,8800.0,No,
ORD0502,2024-08-15,August,Q3,P013,Printer Ink Cartridge,Stationery,Chennai,South,Corporate B2B,Enterprise,EMI,8,807.5,15,6460.0,No,2
ORD0503,2024-04-30,April,Q2,P011,Standing Desk,Furniture,Hyderabad,South,Corporate B2B,Enterprise,Credit Card,4,20900.0,5,83600.0,No,
ORD0504,2024-08-30,August,Q3,P009,Ergonomic Mouse,Electronics,Guwahati,Northeast,Online,SME,EMI,2,1600.0,0,3200.0,No,
ORD0505,2024-12-01,December,Q4,P015,Webcam HD,Electronics,Kolkata,East,Retail Store,Individual,UPI,5,2720.0,15,13600.0,No,
ORD0506,2024-03-28,March,Q1,P001,Laptop Pro 15,Electronics,Guwahati,Northeast,Corporate B2B,SME,Net Banking,8,55250.0,15,442000.0,No,3
ORD0507,2024-10-07,October,Q4,P008,A4 Paper Ream,Stationery,Mumbai,West,Corporate B2B,Enterprise,UPI,10,320.0,20,3200.0,No,5
ORD0508,2024-08-10,August,Q3,P009,Ergonomic Mouse,Electronics,Hyderabad,South,Retail Store,SME,EMI,4,1600.0,0,6400.0,No,3
ORD0509,2024-03-20,March,Q1,P005,LED Desk Lamp,Furniture,Guwahati,Northeast,Online,Enterprise,UPI,6,1620.0,10,9720.0,No,
ORD0510,2024-09-08,September,Q3,P013,Printer Ink Cartridge,Stationery,Pune,West,Retail Store,Individual,Cash,5,760.0,20,3800.0,No,
ORD0511,2024-07-10,July,Q3,P004,Notebook Set (5 pack),Stationery,Kolkata,East,Corporate B2B,SME,Cash,4,237.5,5,950.0,No,4
ORD0512,2024-04-22,April,Q2,P005,LED Desk Lamp,Furniture,Delhi,North,Retail Store,Enterprise,UPI,9,1440.0,20,12960.0,No,3
ORD0513,2024-11-28,November,Q4,P012,Monitor 24 inch,Electronics,Hyderabad,South,Retail Store,Individual,Credit Card,3,17100.0,5,51300.0,No,5
ORD0514,2024-08-19,August,Q3,P005,LED Desk Lamp,Furniture,Pune,West,Online,SME,Credit Card,3,1800.0,0,5400.0,No,
ORD0515,2024-02-22,February,Q1,P005,LED Desk Lamp,Furniture,Hyderabad,South,Online,Enterprise,Cash,1,1710.0,5,1710.0,No,
ORD0516,2024-04-21,April,Q2,P006,USB-C Hub,Electronics,Kolkata,East,Retail Store,SME,Net Banking,8,2200.0,0,17600.0,No,2
ORD0517,2024-01-29,January,Q1,P005,LED Desk Lamp,Furniture,Kolkata,East,Online,Enterprise,Cash,3,1710.0,5,5130.0,No,
ORD0518,2024-07-14,July,Q3,P014,Filing Cabinet,Furniture,Guwahati,Northeast,Online,Enterprise,UPI,7,7225.0,15,50575.0,No,2
ORD0519,2024-08-23,August,Q3,P012,Monitor 24 inch,Electronics,Delhi,North,Corporate B2B,Enterprise,UPI,8,15300.0,15,122400.0,No,3
ORD0520,2024-03-22,March,Q1,P011,Standing Desk,Furniture,Guwahati,Northeast,Corporate B2B,Enterprise,EMI,2,19800.0,10,39600.0,No,
ORD0521,2024-07-03,July,Q3,P015,Webcam HD,Electronics,Guwahati,Northeast,Corporate B2B,Individual,Credit Card,4,2720.0,15,10880.0,No,
ORD0522,2024-05-21,May,Q2,P010,Whiteboard Marker Set,Stationery,Delhi,North,Retail Store,Individual,Credit Card,1,144.0,20,144.0,No,5
ORD0523,2024-03-20,March,Q1,P006,USB-C Hub,Electronics,Delhi,North,Online,Individual,Cash,2,1760.0,20,3520.0,No,1
ORD0524,2024-01-31,January,Q1,P006,USB-C Hub,Electronics,Mumbai,West,Corporate B2B,Enterprise,Credit Card,3,1870.0,15,5610.0,No,3
ORD0525,2024-08-12,August,Q3,P012,Monitor 24 inch,Electronics,Bangalore,South,Online,Enterprise,Cash,6,17100.0,5,102600.0,No,
ORD0526,2024-12-27,December,Q4,P008,A4 Paper Ream,Stationery,Hyderabad,South,Corporate B2B,Enterprise,Cash,4,320.0,20,1280.0,No,4
ORD0527,2024-05-20,May,Q2,P014,Filing Cabinet,Furniture,Mumbai,West,Online,Enterprise,UPI,8,7650.0,10,61200.0,No,4
ORD0528,2024-01-01,January,Q1,P013,Printer Ink Cartridge,Stationery,Kolkata,East,Corporate B2B,Individual,Credit Card,10,855.0,10,8550.0,No,
ORD0529,2024-02-02,February,Q1,P011,Standing Desk,Furniture,Kolkata,East,Online,Enterprise,Cash,9,20900.0,5,188100.0,No,3
ORD0530,2024-02-26,February,Q1,P002,Wireless Headphones,Electronics,Delhi,North,Online,Individual,UPI,1,3325.0,5,3325.0,No,
ORD0531,2024-01-17,January,Q1,P010,Whiteboard Marker Set,Stationery,Kolkata,East,Corporate B2B,SME,EMI,10,144.0,20,1440.0,No,5
ORD0532,2024-02-06,February,Q1,P001,Laptop Pro 15,Electronics,Bangalore,South,Corporate B2B,SME,Credit Card,8,65000.0,0,520000.0,No,4
ORD0533,2024-07-07,July,Q3,P013,Printer Ink Cartridge,Stationery,Guwahati,Northeast,Corporate B2B,SME,EMI,1,950.0,0,950.0,No,
ORD0534,2024-04-20,April,Q2,P009,Ergonomic Mouse,Electronics,Delhi,North,Online,Enterprise,UPI,9,1360.0,15,12240.0,No,2
ORD0535,2024-10-18,October,Q4,P011,Standing Desk,Furniture,Mumbai,West,Corporate B2B,Enterprise,EMI,7,22000.0,0,154000.0,No,4
ORD0536,2024-12-25,December,Q4,P011,Standing Desk,Furniture,Kolkata,East,Online,Individual,UPI,9,18700.0,15,168300.0,No,5
ORD0537,2024-11-03,November,Q4,P008,A4 Paper Ream,Stationery,Chennai,South,Retail Store,Enterprise,Net Banking,6,340.0,15,2040.0,No,3
ORD0538,2024-11-07,November,Q4,P004,Notebook Set (5 pack),Stationery,Bangalore,South,Retail Store,Enterprise,Net Banking,6,212.5,15,1275.0,No,1
ORD0539,2024-05-25,May,Q2,P010,Whiteboard Marker Set,Stationery,Guwahati,Northeast,Corporate B2B,Individual,Net Banking,1,162.0,10,162.0,No,
ORD0540,2024-06-10,June,Q2,P001,Laptop Pro 15,Electronics,Hyderabad,South,Corporate B2B,Enterprise,EMI,10,52000.0,20,520000.0,No,
